OBJECT_ID,OBJECT_NAME,NORAD_CAT_ID,COUNTRY,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS_SIZE,RCSVALUE,LAUNCH,COMMENT
"1987-060T","COSMOS 1867 COOLANT","39656","CIS","100.57","65.01","796","775","SMALL","0","1987-07-10",""
"1987-060S","COSMOS 1867 COOLANT","39655","CIS","100.58","65.01","797","776","SMALL","0","1987-07-10",""
"1987-060R","COSMOS 1867 COOLANT","39654","CIS","100.59","65.01","797","776","SMALL","0","1987-07-10",""
"2014-020B","ATLAS 5 CENTAUR R/B","39653","US","774.08","11.71","35077","8020","SMALL","0","2014-04-10",""
"2014-020A","USA 250","39652","US","1436.12","1.43","35800","35774","","0","2014-04-10",""
"2014-019A","OFEQ 10","39650","ISRA","","","","","","0","2014-04-09","NO ELEMENTS AVAILABLE"
"1987-060Q","COSMOS 1867 COOLANT","39647","CIS","100.60","65.01","799","776","SMALL","0","1987-07-10",""
"1987-060P","COSMOS 1867 COOLANT","39646","CIS","100.58","65.01","797","775","SMALL","0","1987-07-10",""
"1987-060N","COSMOS 1867 COOLANT","39645","CIS","100.58","65.01","797","775","SMALL","0","1987-07-10",""
"1987-060M","COSMOS 1867 COOLANT","39644","CIS","100.55","65.01","796","773","SMALL","0","1987-07-10",""
"1987-060L","COSMOS 1867 COOLANT","39643","CIS","100.55","65.01","796","773","SMALL","0","1987-07-10",""
"1987-060K","COSMOS 1867 COOLANT","39642","CIS","100.60","65.01","798","776","SMALL","0","1987-07-10",""
"1987-060J","COSMOS 1867 COOLANT","39641","CIS","100.58","65.01","797","776","SMALL","0","1987-07-10",""
"1987-060H","COSMOS 1867 COOLANT","39640","CIS","100.55","65.01","796","773","SMALL","0","1987-07-10",""
"1987-060G","COSMOS 1867 COOLANT","39639","CIS","100.59","65.01","798","776","SMALL","0","1987-07-10",""
"1987-060F","COSMOS 1867 COOLANT","39638","CIS","100.59","65.01","796","777","SMALL","0","1987-07-10",""
"1987-060E","COSMOS 1867 COOLANT","39637","CIS","100.56","65.01","796","774","SMALL","0","1987-07-10",""
"2014-017B","PSLV R/B","39636","IND","350.87","18.98","19907","294","LARGE","0","2014-04-04",""
"2014-017A","IRNSS 1B","39635","IND","1436.04","29.17","35868","35703","LARGE","0","2014-04-04",""
"2014-016A","SENTINEL 1A","39634","ESA","98.68","98.18","697","695","LARGE","0","2014-04-03",""
"2014-015D","DMSP 5D-3 F19 DEB","39633","US","101.64","98.73","839","833","SMALL","0","2014-04-03",""
"2014-015C","DMSP 5D-3 F19 DEB","39632","US","101.61","98.73","838","832","SMALL","0","2014-04-03",""
"2014-015B","ATLAS 5 CENTAUR R/B","39631","US","","","","","","0","2014-04-03","HELIOCENTRIC ORBIT (SUN)"
"2014-015A","DMSP 5D-3 F19 (USA 249)","39630","US","101.84","98.75","853","838","LARGE","0","2014-04-03",""
"2014-014F","CZ-2C DEB","39629","PRC","101.11","98.41","939","683","SMALL","0","2014-03-31",""
"2014-014E","CZ-2C DEB","39628","PRC","99.05","98.29","788","639","SMALL","0","2014-03-31",""
"2014-014D","CZ-2C DEB","39627","PRC","101.19","98.11","945","685","SMALL","0","2014-03-31",""
"2014-014C","CZ-2C DEB","39626","PRC","99.08","98.03","790","640","SMALL","0","2014-03-31",""
"2014-014B","CZ-2C R/B","39625","PRC","95.95","98.34","664","465","LARGE","0","2014-03-31",""
"2014-014A","SJ-11-06","39624","PRC","98.69","98.23","706","686","LARGE","0","2014-03-31",""
"2014-012B","FREGAT R/B","39621","CIS","689.25","65.78","19651","19287","LARGE","0","2014-03-23",""
"2014-012A","COSMOS 2492 (GLONASS)","39620","CIS","675.73","65.79","19159","19101","LARGE","0","2014-03-23",""
"2014-011D","ARIANE 5 DEB (SYLDA)","39619","FR","364.47","2.62","20741","306","LARGE","0","2014-03-22",""
"2014-011C","ARIANE 5 R/B","39618","FR","599.03","3.53","34056","267","LARGE","0","2014-03-22",""
"2014-011B","ASTRA 5B","39617","SES","1436.08","0.04","35801","35771","LARGE","0","2014-03-22",""
"2014-011A","AMAZONAS 4A","39616","SPN","1436.10","0.10","35799","35774","LARGE","0","2014-03-22",""
"2014-010C","BREEZE-M R/B","39614","CIS","1589.75","5.49","41967","35519","MEDIUM","0","2014-03-15",""
"2014-010B","EXPRESS AT2","39613","CIS","1436.09","0.03","35787","35786","LARGE","0","2014-03-15",""
"2014-010A","EXPRESS AT1","39612","CIS","1436.09","0.04","35789","35784","LARGE","0","2014-03-15",""
"1991-050S","ERS 1 DEB","39610","ESA","99.05","98.47","731","695","SMALL","0","1991-07-17",""
"1965-027FS","OPS 4682 DEB","39609","US","111.02","90.28","1297","1251","SMALL","0","1965-04-03",""
"1979-095CK","METEOR 2-5 DEB","39608","CIS","101.52","81.21","840","821","SMALL","0","1979-10-31",""
"1979-095CJ","METEOR 2-5 DEB","39607","CIS","101.45","81.21","840","815","SMALL","0","1979-10-31",""
"1979-095CH","METEOR 2-5 DEB","39606","CIS","101.42","81.20","844","808","SMALL","0","1979-10-31",""
"1979-095CG","METEOR 2-5 DEB","39605","CIS","101.47","81.20","838","818","SMALL","0","1979-10-31",""
"1979-095CF","METEOR 2-5 DEB","39604","CIS","97.02","81.20","623","609","SMALL","0","1979-10-31",""
"1979-095CE","METEOR 2-5 DEB","39603","CIS","101.79","81.21","853","834","SMALL","0","1979-10-31",""
"1979-095CD","METEOR 2-5 DEB","39602","CIS","101.41","81.21","844","807","SMALL","0","1979-10-31",""
"2010-057X","CZ-3C DEB","39600","PRC","641.32","20.42","36070","443","SMALL","0","2010-10-31",""
"2008-011DK","BREEZE-M DEB","39599","CIS","457.77","49.58","25621","973","MEDIUM","0","2008-03-14",""
"2007-003AK","CZ-3A DEB","39598","PRC","789.43","26.37","42972","860","MEDIUM","0","2007-02-02",""
"1999-057TA","CBERS 1 DEB","39596","CHBZ","98.30","98.37","682","673","SMALL","0","1999-10-14",""
"1997-051AAH","IRIDIUM 33 DEB","39595","US","98.13","86.37","718","620","SMALL","0","1997-09-14",""
"1997-051AAG","IRIDIUM 33 DEB","39594","US","99.47","86.41","743","724","SMALL","0","1997-09-14",""
"1970-025QT","THORAD AGENA D DEB","39592","US","106.38","100.02","1060","1058","SMALL","0","1970-04-08",""
"1993-036BUW","COSMOS 2251 DEB","39591","CIS","100.26","74.02","794","748","SMALL","0","1993-06-16",""
"1993-036BUV","COSMOS 2251 DEB","39590","CIS","98.83","74.03","712","694","SMALL","0","1993-06-16",""
"1993-036BUU","COSMOS 2251 DEB","39589","CIS","96.04","74.01","586","552","SMALL","0","1993-06-16",""
"1993-036BUT","COSMOS 2251 DEB","39588","CIS","99.88","74.13","808","698","SMALL","0","1993-06-16",""
"1993-036BUS","COSMOS 2251 DEB","39587","CIS","95.84","74.01","633","485","SMALL","0","1993-06-16",""
"1993-036BUR","COSMOS 2251 DEB","39586","CIS","101.63","74.01","913","758","SMALL","0","1993-06-16",""
"1993-036BUQ","COSMOS 2251 DEB","39585","CIS","99.08","74.04","766","663","SMALL","0","1993-06-16",""
"1993-036BUP","COSMOS 2251 DEB","39584","CIS","97.71","74.10","678","621","SMALL","0","1993-06-16",""
"1993-036BUN","COSMOS 2251 DEB","39583","CIS","100.44","73.94","923","635","SMALL","0","1993-06-16",""
"1993-036BUM","COSMOS 2251 DEB","39582","CIS","98.60","74.02","743","641","SMALL","0","1993-06-16",""
"2014-009C","GPM","39574","JPN","92.55","65.00","407","392","LARGE","0","2014-02-27",""
"1993-036BUL","COSMOS 2251 DEB","39554","CIS","98.95","74.04","724","693","SMALL","0","1993-06-16",""
"1993-036BUK","COSMOS 2251 DEB","39553","CIS","103.46","74.03","1085","759","SMALL","0","1993-06-16",""
"1993-036BUJ","COSMOS 2251 DEB","39552","CIS","98.37","74.04","706","655","SMALL","0","1993-06-16",""
"1993-036BUG","COSMOS 2251 DEB","39550","CIS","99.74","74.12","829","664","SMALL","0","1993-06-16",""
"1993-036BUF","COSMOS 2251 DEB","39549","CIS","98.55","74.02","703","676","SMALL","0","1993-06-16",""
"1993-036BUE","COSMOS 2251 DEB","39548","CIS","98.36","74.01","690","671","SMALL","0","1993-06-16",""
"1993-036BUD","COSMOS 2251 DEB","39547","CIS","99.40","74.02","741","719","SMALL","0","1993-06-16",""
"1993-036BUC","COSMOS 2251 DEB","39546","CIS","98.55","74.00","741","638","SMALL","0","1993-06-16",""
"1993-036BUB","COSMOS 2251 DEB","39545","CIS","102.61","73.94","1033","731","SMALL","0","1993-06-16",""
"1999-025EWM","FENGYUN 1C DEB","39544","PRC","102.67","98.90","925","845","SMALL","0","1999-05-10",""
"1999-025EWL","FENGYUN 1C DEB","39543","PRC","105.46","99.17","1275","756","SMALL","0","1999-05-10",""
"1999-025EWK","FENGYUN 1C DEB","39542","PRC","104.77","98.22","1201","766","SMALL","0","1999-05-10",""
"1999-025EWJ","FENGYUN 1C DEB","39541","PRC","101.76","98.89","898","786","SMALL","0","1999-05-10",""
"1999-025EWH","FENGYUN 1C DEB","39540","PRC","108.63","106.19","1496","831","SMALL","0","1999-05-10",""
"1999-025EWG","FENGYUN 1C DEB","39539","PRC","96.94","98.97","684","540","SMALL","0","1999-05-10",""
"1999-025EWE","FENGYUN 1C DEB","39537","PRC","104.72","99.06","1125","838","SMALL","0","1999-05-10",""
"1999-025EWD","FENGYUN 1C DEB","39536","PRC","105.56","99.82","1210","831","SMALL","0","1999-05-10",""
"1999-025EWC","FENGYUN 1C DEB","39535","PRC","102.84","99.13","935","852","SMALL","0","1999-05-10",""
"2014-008B","DELTA 4 R/B","39534","US","754.70","53.31","21716","20444","LARGE","0","2014-02-21",""
"2014-008A","NAVSTAR 69 (USA 248)","39533","US","717.94","53.74","20310","20053","LARGE","0","2014-02-21",""
"2014-007C","BREEZE-M DEB (TANK)","39524","CIS","378.93","49.40","21604","332","LARGE","0","2014-02-14",""
"2014-007B","BREEZE-M R/B","39523","CIS","763.97","12.42","34225","8384","LARGE","0","2014-02-14",""
"2014-007A","TURKSAT 4A","39522","TURK","1436.07","0.06","35803","35769","LARGE","0","2014-02-14",""
"2014-006D","ARIANE 5 DEB (SYLDA)","39511","FR","374.57","5.74","21372","297","LARGE","0","2014-02-06",""
"2014-006C","ARIANE 5 R/B","39510","FR","609.86","6.47","34623","265","LARGE","0","2014-02-06",""
"2014-006B","ATHENA-FIDUS","39509","FRIT","1436.10","0.01","35792","35781","LARGE","0","2014-02-06",""
"2014-006A","ABS 2","39508","PRC","1436.10","0.06","35801","35772","MEDIUM","0","2014-02-06",""
"2014-004B","ATLAS 5 CENTAUR R/B","39505","US","697.26","25.63","34645","4692","LARGE","0","2014-01-24",""
"2014-004A","TDRS 12","39504","US","1436.02","4.51","35798","35773","LARGE","0","2014-01-24",""
"2014-002A","THAICOM 6","39500","THAI","1436.11","0.07","35803","35770","LARGE","0","2014-01-06",""
"2014-001A","GSAT 14","39498","IND","1436.10","0.04","35808","35766","LARGE","0","2014-01-05",""
"2013-076E","COSMOS 2491","39497","CIS","115.81","82.49","1502","1482","MEDIUM","0","2013-12-25",""
"2013-073C","BREEZE-M R/B","39494","CIS","1310.74","31.06","63540","3051","LARGE","0","2013-12-08",""
"2013-078C","AIST 1","39492","CIS","96.78","82.42","618","591","MEDIUM","0","2013-12-28",""
"2013-078B","COSMOS 2494 (SKRL 756)","39491","CIS","96.64","82.42","612","583","MEDIUM","0","2013-12-28",""
"2013-078A","COSMOS 2493 (SKRL 756)","39490","CIS","96.73","82.42","614","591","MEDIUM","0","2013-12-28",""
"2013-077B","BREEZE-M R/B","39488","CIS","1607.75","5.12","41429","36737","LARGE","0","2013-12-26",""
"2013-077A","EXPRESS AM-5","39487","CIS","1436.08","0.03","35791","35781","LARGE","0","2013-12-26",""
"2013-076D","BREEZE-KM R/B","39486","CIS","112.24","82.48","1509","1150","LARGE","0","2013-12-25",""
"2013-076C","COSMOS 2490","39485","CIS","115.86","82.49","1510","1479","LARGE","0","2013-12-25",""
"2013-076B","COSMOS 2489","39484","CIS","115.86","82.49","1511","1478","LARGE","0","2013-12-25",""
"2013-076A","COSMOS 2488","39483","CIS","115.86","82.49","1509","1480","LARGE","0","2013-12-25",""
"2013-075A","TKSAT 1","39481","BOL","1436.08","0.04","35795","35778","LARGE","0","2013-12-20",""
"2013-074B","FREGAT R/B","39480","CIS","","","","","","0","2013-12-19","HELIOCENTRIC ORBIT (SUN)"
"2013-074A","GAIA","39479","ESA","","","","","","0","2013-12-19","L2 LAGRANGIAN ORBIT"
"2013-073B","BREEZE-M DEB (TANK)","39477","CIS","271.28","50.73","14673","334","LARGE","0","2013-12-08",""
"2013-073A","INMARSAT 5-F1","39476","IM","1436.11","0.02","35788","35785","LARGE","0","2013-12-08",""
"2013-072P","ATLAS 5 CENTAUR R/B","39475","US","98.00","120.46","850","476","","0","2013-12-06",""
"2013-072N","SMDC ONE 2.3","39474","US","97.37","120.49","808","458","","0","2013-12-06",""
"2013-072M","TACSAT 6","39473","US","97.38","120.50","810","457","","0","2013-12-06",""
"2013-072L","SMDC ONE 2.4","39472","US","97.37","120.49","805","460","","0","2013-12-06",""
"2013-072K","IPEX","39471","US","97.62","120.49","826","464","","0","2013-12-06",""
"2013-072J","CUNYSAT-1","39470","US","97.26","120.48","796","459","","0","2013-12-06",""
"2013-072H","MCUBED-2","39469","US","97.55","120.49","821","461","","0","2013-12-06",""
"2013-072G","SNAP-3","39468","US","97.41","120.49","811","459","","0","2013-12-06",""
"2013-072F","ALICE","39467","US","97.62","120.49","829","461","","0","2013-12-06",""
"2013-072E","AEROCUBE 5B","39466","US","96.80","120.49","771","440","MEDIUM","0","2013-12-06",""
"2013-072D","AEROCUBE 5A","39465","US","97.47","120.49","824","451","MEDIUM","0","2013-12-06",""
"2013-072C","FIREBIRD B","39464","US","96.62","120.47","750","447","","0","2013-12-06",""
"2013-072B","FIREBIRD A","39463","US","96.36","120.44","733","436","MEDIUM","0","2013-12-06",""
"2013-072A","USA 247","39462","US","107.35","122.99","1106","1102","","0","2013-12-06",""
"2013-071A","SES 8","39460","SES","1436.12","0.03","35794","35780","LARGE","0","2013-12-03",""
"2013-070B","CZ-3B R/B","39459","PRC","41449.94","32.54","672548","108182","LARGE","0","2013-12-01",""
"2013-068A","SHIYAN 5 (SY-5)","39455","PRC","99.73","98.10","755","736","LARGE","0","2013-11-25",""
"2013-067D","BREEZE-KM R/B","39454","CIS","92.14","87.55","384","374","LARGE","0","2013-11-22",""
"2013-067C","SWARM C","39453","ESA","93.22","87.34","433","431","LARGE","0","2013-11-22",""
"2013-067B","SWARM A","39452","ESA","93.22","87.36","433","431","LARGE","0","2013-11-22",""
"2013-067A","SWARM B","39451","ESA","94.62","87.75","503","498","LARGE","0","2013-11-22",""
"2013-066AL","SL-24 DEB","39450","CIS","96.28","97.53","591","570","LARGE","0","2013-11-21",""
"2013-066AJ","BPA 3/SL-24","39448","UKR","107.25","97.70","1609","590","LARGE","0","2013-11-21",""
"1978-083T","COSMOS 1030 DEB","39447","CIS","718.63","67.62","36589","3808","SMALL","0","1978-09-06",""
"2013-066AG","UWE-3","39446","GER","97.39","97.61","682","586","SMALL","0","2013-11-21",""
"2013-066AF","HINCUBE","39445","NOR","97.16","97.57","662","583","SMALL","0","2013-11-21",""
"2013-066AE","FUNCUBE 1","39444","UK","97.15","97.57","662","583","SMALL","0","2013-11-21",""
"2013-066AD","QUBESCOUT-S1","39443","US","96.25","97.50","597","561","SMALL","0","2013-11-21",""
"2013-066AC","PUCP-SAT 1","39442","PER","96.57","97.50","617","572","SMALL","0","2013-11-21",""
"2013-066AB","NEE 02 KRYSAOR","39441","ECU","97.62","97.65","702","588","SMALL","0","2013-11-21",""
"2013-066AA","CUBEBUG 2","39440","ARGN","97.56","97.64","697","586","MEDIUM","0","2013-11-21",""
"2013-066Z","FIRST-MOVE","39439","GER","97.15","97.58","667","578","SMALL","0","2013-11-21",""
"2013-066Y","VELOX-P 2","39438","SING","97.42","97.61","684","587","SMALL","0","2013-11-21",""
"2013-066V","WREN","39435","GER","96.94","97.79","651","573","MEDIUM","0","2013-11-21",""
